uttid,actual_phoneme,mispronounced_phoneme,start_time,end_time,confidence,prosetrior_probability,max_logit,mean_logit_margin,logit_variance,combined_score,phoneme_accuracy,mispronounced
000010133,ə,ə,0.634,0.695,0.995,0.0008193847606889904,1.3473035097122192,-9.455986022949219,1.1859010457992554,-8.751277253411626,,False
000010133,t,t,0.695,1.366,0.0,0.017260491847991943,5.160489559173584,-7.688584327697754,2.275266408920288,-6.599809558586047,,False
000010135,p,p,1.614,2.125,0.877,0.03720265254378319,8.91544246673584,-9.846939086914062,5.259369373321533,-7.880269925431247,,False
000010135,ə,ə,2.125,2.245,0.813,0.0014255335554480553,3.169163465499878,-8.650996208190918,1.2828387022018433,-8.02166007887299,,False
000010135,t,t,2.245,2.568,0.869,0.054502833634614944,8.123682975769043,-9.279749870300293,4.694166660308838,-7.368675684820856,,False
000010140,p,p,0.141,0.651,1.0,6.08445297984872e-05,0.9796204566955566,-12.775824546813965,0.08787849545478821,-11.855233774483821,,False
000010140,ə,ə,0.651,1.472,0.0,0.0008505699224770069,3.364431142807007,-9.556532859802246,0.7717142105102539,-8.810454182700473,,False
000010140,t,t,1.643,2.153,0.883,0.0006571408011950552,3.475350856781006,-8.916596412658691,1.3138254880905151,-8.439901164809683,,False
000010145,p,p,0.744,1.254,0.908,6.923403998371214e-05,2.365936517715454,-11.544133186340332,1.1492904424667358,-10.954298603136388,,False
000010145,ə,ə,1.254,1.314,0.493,0.0013936689356341958,2.6356499195098877,-9.134660720825195,1.3258017301559448,-8.367007150743731,,False
000010145,t,t,1.314,1.554,0.835,0.0018746636342257261,5.088000774383545,-10.128091812133789,1.7613426446914673,-8.973462077713272,,False
000010149,p,p,0.084,0.966,0.0,0.009833429008722305,7.031342029571533,-11.313942909240723,2.4196410179138184,-9.306350308863845,,False
000010149,ə,ə,1.11,1.912,0.0,0.0006352557684294879,3.563328742980957,-9.779840469360352,0.7744644284248352,-9.054333185123571,,False
000010149,t,t,1.912,2.344,0.81,0.0001797850854927674,1.7966612577438354,-9.175225257873535,0.5903494358062744,-9.009782197482242,,False
000010168,p,p,0.104,0.614,1.0,0.0017594442469999194,5.382636070251465,-11.982606887817383,1.33755362033844,-10.290652008036268,,False
000010168,ə,ə,0.614,0.674,0.511,0.00017641010344959795,0.08755524456501007,-9.609835624694824,0.2565750777721405,-9.319694679356799,,False
000010168,t,t,0.674,0.976,0.997,2.12823197216494e-05,0.13162840902805328,-11.471077919006348,0.2244836390018463,-11.257044710277125,,False
000010173,p,p,0.408,0.918,0.895,0.0006803221767768264,2.086956024169922,-10.766036033630371,0.4363289475440979,-9.724108448326573,,False
000010173,ə,ə,0.918,0.959,0.499,0.0007977719069458544,0.38907915353775024,-7.761416912078857,0.03459729254245758,-7.57309818813487,,False
000010173,t,t,0.959,1.403,0.942,7.652272324776277e-05,1.2543377876281738,-10.336419105529785,0.32564306259155273,-10.078870221462854,,False
000030012,p,p,0.204,0.714,0.887,4.079142308910377e-05,1.6311614513397217,-12.17574405670166,0.24576008319854736,-11.555132454801047,,False
000030012,ə,ə,0.714,1.526,0.0,0.0026511549949645996,4.803831100463867,-9.041543006896973,1.147449254989624,-8.108908070862169,,False
000030012,t,t,2.236,2.746,0.821,0.03783680498600006,8.858599662780762,-8.599925994873047,3.169632911682129,-7.002290088369368,,False
000030024,p,p,0.105,0.615,1.0,3.7386216718005016e-05,2.380056619644165,-12.947237014770508,0.272803395986557,-12.121328447857918,,False
000030024,ə,ə,0.615,0.695,0.696,0.00025756569812074304,0.858418345451355,-8.726262092590332,0.09638508409261703,-8.587654184432992,,False
000030024,t,t,0.695,0.897,0.886,0.0796792283654213,7.321243762969971,-7.944322109222412,7.030879497528076,-6.3199493814321634,,False
000030040,p,p,0.483,0.994,0.882,0.00011934934445889667,2.2957193851470947,-11.15302562713623,0.5859686732292175,-10.517154648329427,,False
000030040,ə,ə,0.994,1.475,0.787,0.00032847310649231076,3.1997628211975098,-10.009410858154297,0.439101904630661,-9.412904278005373,,False
000030040,t,t,1.628,2.138,0.942,0.037217333912849426,8.351948738098145,-9.301456451416016,4.146566867828369,-7.49831371424081,,False
000030047,p,p,0.144,0.654,1.0,3.5613936688605463e-06,0.6327592730522156,-13.167780876159668,0.04797486215829849,-12.981054196135021,,False
000030047,ə,ə,0.654,0.795,0.715,0.0005968704936094582,3.1560585498809814,-10.690367698669434,0.691379964351654,-9.71040050808754,,False
000030047,t,t,1.514,2.024,0.904,0.03393007814884186,7.221965789794922,-9.035982131958008,3.722620964050293,-7.340223511455999,,False
000030049,p,p,0.223,0.733,0.96,0.0001320072333328426,1.8424763679504395,-12.365777015686035,0.3279416859149933,-11.335840062648904,,False
000030049,ə,ə,0.733,1.094,0.943,0.00010107104753842577,0.6502681970596313,-11.445189476013184,0.21302001178264618,-10.771538687440401,,False
000030049,t,t,1.094,1.255,0.872,0.02384873479604721,6.2485575675964355,-8.473771095275879,6.767263412475586,-7.052447000124703,,False
000030051,p,p,0.543,1.053,0.837,0.00011641947639873251,1.2729177474975586,-10.402120590209961,0.41905736923217773,-9.998977627239608,,False
000030051,ə,ə,1.053,1.264,0.715,0.0006333282217383385,1.3839430809020996,-9.076105117797852,0.8952917456626892,-8.562630108192987,,False
000030051,t,t,1.607,2.117,0.871,0.0001566362479934469,2.507870674133301,-10.006223678588867,1.00146484375,-9.632831874767511,,False
000030054,p,p,0.202,0.713,0.923,9.954201959772035e-05,1.7564773559570312,-12.31527042388916,0.3289394676685333,-11.385168505348899,,False
000030054,ə,ə,0.713,1.074,0.943,7.986244600033388e-05,1.9961789846420288,-10.547980308532715,0.6326711177825928,-10.214147664427347,,False
000030054,t,t,1.074,1.335,0.904,0.002113484311848879,3.804177761077881,-8.684032440185547,1.7250486612319946,-7.926647916374223,,False
000030059,p,p,1.189,1.699,0.957,0.021712353453040123,7.658133029937744,-10.580276489257812,3.945117950439453,-8.555155711540223,,False
000030059,ə,ə,1.699,2.162,0.85,0.0004001976631116122,2.5482256412506104,-9.89285659790039,0.6855689883232117,-9.272065211069426,,False
000030059,t,t,2.195,2.705,0.879,0.036476019769907,8.01784896850586,-9.219277381896973,2.932877779006958,-7.446824235401831,,False
000030067,p,p,0.182,0.692,0.916,2.2626329155173153e-05,1.1050426959991455,-12.38284683227539,0.4098612070083618,-11.876911679453672,,False
000030067,ə,ə,0.692,1.382,0.0,0.004713557194918394,4.943049430847168,-9.363429069519043,1.6087758541107178,-8.161594072540433,,False
000030067,t,t,1.506,2.216,0.0,0.0003915613633580506,3.2101593017578125,-9.20364761352539,0.9460085034370422,-8.796163824181413,,False
000030069,p,p,0.162,0.672,0.958,3.309759631520137e-05,0.6374183893203735,-12.44632339477539,0.17368368804454803,-11.807241345461977,,False
000030069,ə,ə,0.672,0.873,0.795,0.008628378622233868,4.004900932312012,-7.499783515930176,1.3147050142288208,-6.675658061686593,,False
000030069,t,t,0.873,1.385,0.863,0.00459150830283761,6.181956768035889,-8.221281051635742,2.8605592250823975,-7.369960746926814,,False
000030079,p,p,0.345,0.855,0.917,3.1841063901083544e-05,0.5891444087028503,-11.792829513549805,0.7529584169387817,-11.361406794545713,,False
000030079,ə,ə,0.855,1.237,0.837,0.000955602154135704,3.024576187133789,-10.031745910644531,0.88157057762146,-9.10817280393844,,False
000030079,t,t,1.237,1.78,0.761,0.04559159651398659,8.47663402557373,-8.085329055786133,5.445626258850098,-6.5861398989758975,,False
000030080,p,p,0.104,0.614,0.961,3.162616621921188e-06,0.6290360689163208,-13.401042938232422,0.055569812655448914,-13.179963305095958,,False
000030080,ə,ə,0.614,1.164,0.829,0.00047914599417708814,3.2683403491973877,-10.884390830993652,0.8187904953956604,-9.912125146938479,,False
000030080,t,t,1.694,2.355,0.0,0.00016222572594415396,3.4711718559265137,-9.721396446228027,0.9562152624130249,-9.422934059121411,,False
000030097,p,p,0.123,0.633,0.894,3.249867586418986e-05,0.4352184236049652,-12.529891014099121,0.09686663746833801,-11.871217073489824,,False
000030097,ə,ə,0.633,0.874,0.813,0.002285514958202839,3.6402578353881836,-8.210555076599121,0.9628386497497559,-7.571737728235225,,False
000030097,t,t,0.874,1.095,0.901,0.083773672580719,8.87415885925293,-6.966915607452393,5.004146575927734,-5.620731872377738,,False
000030101,p,p,0.265,0.775,1.0,2.930506980192149e-06,0.43259283900260925,-13.435430526733398,0.07363969832658768,-13.226901904347336,,False
000030101,ə,ə,0.775,0.936,0.74,0.002075786702334881,3.368786573410034,-10.787853240966797,1.1254899501800537,-9.404721787725748,,False
000030101,t,t,0.936,1.668,0.0,0.04529856517910957,8.479679107666016,-8.352373123168945,4.370016574859619,-6.775005162441789,,False
000030116,p,p,0.162,0.772,0.932,7.5634206950780936e-06,0.8891199231147766,-12.69840145111084,0.24386484920978546,-12.426537114902091,,False
000030116,ə,ə,0.844,1.354,0.772,0.0005096689565107226,3.573413610458374,-11.100156784057617,1.0189827680587769,-10.044634493205729,,False
000030116,t,t,1.354,1.936,0.867,0.06455619633197784,8.687234878540039,-8.665329933166504,4.848413944244385,-6.887796705280657,,False
000030119,p,p,0.163,0.673,0.961,3.2572638701822143e-06,0.39642906188964844,-13.537466049194336,0.03075164183974266,-13.266613139930904,,False
000030119,ə,ə,0.673,0.754,0.999,0.031793106347322464,5.28219747543335,-9.200462341308594,4.2115397453308105,-7.474875377184183,,False
000030119,t,t,0.754,1.465,0.0,0.0350814126431942,7.833978652954102,-9.084288597106934,2.8589181900024414,-7.364027170904449,,False
000030145,p,p,0.084,0.594,0.962,0.0008047712617553771,5.268124580383301,-12.46270751953125,1.0486338138580322,-10.861381004014747,,False
000030145,ə,ə,0.628,1.138,0.78,0.0012560691684484482,3.1353280544281006,-9.082683563232422,0.7015053629875183,-8.36180893687197,,False
000030145,t,t,1.138,1.219,0.748,0.01121149118989706,5.841822624206543,-7.234088897705078,2.5647571086883545,-6.41110703666167,,False
000030153,p,p,0.163,0.673,0.961,1.5814153812243603e-05,1.4323228597640991,-12.852678298950195,0.27880993485450745,-12.313256371654862,,False
000030153,ə,ə,0.673,1.115,0.808,0.0018015169771388173,3.818053722381592,-9.272629737854004,1.5753487348556519,-8.386578677676631,,False
000030153,t,t,1.167,1.677,0.858,0.0374828539788723,8.204896926879883,-7.939661502838135,3.2283287048339844,-6.542924555325512,,False
000030154,p,p,0.684,1.194,0.879,0.03752559795975685,8.880358695983887,-10.274438858032227,6.609033584594727,-8.176926790608361,,False
000030154,ə,ə,1.194,1.475,0.858,0.0005384488613344729,2.7471811771392822,-10.743182182312012,1.478157639503479,-9.778272936888296,,False
000030154,t,t,1.475,1.756,0.865,0.0002925558073911816,2.5283455848693848,-8.850849151611328,0.8069333434104919,-8.63665094062437,,False
000030175,p,p,0.186,0.696,0.965,1.4534757610817906e-05,0.6720321178436279,-12.494754791259766,0.7178757190704346,-12.088018663961638,,False
000030175,ə,ə,0.696,0.858,0.867,0.00016494333976879716,1.0660514831542969,-9.853726387023926,0.12864914536476135,-9.510581032428329,,False
000030175,t,t,0.858,0.918,0.498,8.44164751470089e-05,-0.2880241572856903,-9.862942695617676,0.055563054978847504,-9.717984278603343,,False
000050003,p,p,0.023,0.533,0.999,1.5679535863455385e-05,1.9462261199951172,-12.581215858459473,0.40708938241004944,-12.125797344110014,,False
000050003,ə,ə,0.566,1.076,0.906,6.86930216033943e-05,0.5401096940040588,-12.141244888305664,0.2697760760784149,-11.374630304325825,,False
000050003,t,t,1.933,2.905,0.0,0.015596381388604641,7.475438594818115,-9.538436889648438,2.0216405391693115,-7.9251207289247825,,False
000050010,p,p,0.562,1.072,0.868,4.623630229616538e-05,0.369860976934433,-11.544473648071289,0.12966211140155792,-11.075655144975778,,False
000050010,ə,ə,1.224,1.734,0.882,0.0023193645756691694,3.7783284187316895,-11.33604907989502,1.308608889579773,-9.75517296211129,,False
000050010,t,t,1.734,2.055,0.939,0.00031582210795022547,3.5657920837402344,-8.818305015563965,0.9181255102157593,-8.590912946619088,,False
000050024,p,p,0.083,0.593,0.956,0.006399976089596748,6.113180637359619,-11.883591651916504,2.369774103164673,-9.833952463728703,,False
000050024,ə,ə,0.593,1.143,0.876,0.00041516381315886974,1.8427927494049072,-10.429203987121582,0.7187168598175049,-9.636494006519143,,False
000050024,t,t,2.394,2.904,0.836,0.00016661564586684108,2.2373390197753906,-9.604846954345703,0.9222246408462524,-9.333339144002665,,False
000050028,p,p,0.01,0.514,0.923,4.7468540287809446e-05,1.6551908254623413,-12.54572582244873,0.14884066581726074,-11.768641088531187,,False
000050028,ə,ə,0.514,0.656,0.995,0.00017168241902254522,1.016879677772522,-9.260628700256348,0.14854028820991516,-9.08339934684232,,False
000050028,t,t,0.656,1.21,0.896,0.022575588896870613,7.000907897949219,-9.032111167907715,2.772671699523926,-7.4597436456691515,,False
000050038,p,p,0.01,0.654,0.0,0.00012162468919996172,3.4526331424713135,-11.855990409851074,0.8192905187606812,-11.003564458750496,,False
000050038,ə,ə,1.492,2.092,0.869,0.0012949242955073714,3.201630115509033,-9.04246997833252,0.7509639859199524,-8.324519898214662,,False
000050038,t,t,2.092,2.263,0.788,0.00043724969145841897,0.9906047582626343,-9.176819801330566,0.02029479667544365,-8.74427570584279,,False
000050040,p,p,0.01,0.474,0.917,0.0001378862652927637,3.3802356719970703,-12.325528144836426,0.5523766875267029,-11.294594114532096,,False
000050040,ə,ə,0.474,0.554,0.75,0.0001459645718568936,-0.3247065544128418,-10.650613784790039,0.09093616902828217,-10.105073636615984,,False
000050040,t,t,0.554,0.937,0.943,0.0052064815536141396,4.2374982833862305,-9.136433601379395,1.9212311506271362,-7.97285881405166,,False
000050047,p,p,0.01,0.473,0.917,7.95171126810601e-06,0.9541520476341248,-12.609257698059082,0.07800959050655365,-12.349117408187233,,False
000050047,ə,ə,0.473,0.553,0.75,0.0003414191887713969,0.8434718251228333,-10.017999649047852,0.15427593886852264,-9.407319617249867,,False
000050047,t,t,0.553,1.097,0.857,0.0012008044868707657,4.427854061126709,-9.235310554504395,2.2442290782928467,-8.48214645047805,,False
000050049,p,p,0.323,0.834,0.876,0.0002511497004888952,3.377572774887085,-10.503877639770508,1.200062870979309,-9.839552761936435,,False
000050049,ə,ə,0.834,1.255,0.848,0.0006003150483593345,2.6452229022979736,-8.898447036743164,0.6090115308761597,-8.45432971370646,,False
000050049,t,t,1.255,1.486,0.984,0.11639226227998734,7.852631092071533,-6.799534797668457,6.794060707092285,-5.404911124713583,,False
000050055,p,p,0.77,1.28,0.845,2.5140152501990087e-05,-0.3917291462421417,-11.874162673950195,0.586127758026123,-11.489227158366559,,False
000050055,ə,ə,1.28,1.462,0.993,4.8450325266458094e-05,2.1439387798309326,-10.803958892822266,0.5345359444618225,-10.543262676830608,,False
000050055,t,t,1.462,1.825,0.892,0.05072394013404846,8.336416244506836,-8.289474487304688,5.540098190307617,-6.697039327465123,,False
000050078,p,p,1.565,2.075,0.852,0.00016502068319823593,1.711054801940918,-10.842561721801758,0.8552235960960388,-10.202625127020344,,False
000050078,ə,ə,2.075,2.486,0.851,0.003823200473561883,4.20898962020874,-9.653453826904297,1.4470977783203125,-8.427417894883435,,False
000050078,t,t,2.528,3.038,0.749,0.00010167307482333854,1.4242846965789795,-10.342995643615723,0.3809402585029602,-9.99822136281669,,False
000050079,p,p,0.484,0.994,0.922,0.0001711976801743731,1.6248000860214233,-12.106724739074707,0.378495991230011,-11.076514810770075,,False
000050079,ə,ə,1.027,1.537,0.895,0.00047339213779196143,2.45058536529541,-10.77853775024414,0.8013848066329956,-9.841652365864814,,False
000050079,t,t,1.537,2.529,0.0,0.019312424585223198,8.297633171081543,-9.516059875488281,2.9903762340545654,-7.845343901632999,,False
000050083,p,p,0.063,0.574,1.0,0.0004874622682109475,2.925133466720581,-11.803009033203125,0.331255167722702,-10.549995623960605,,False
000050083,ə,ə,0.574,0.654,0.59,0.00028046677471138537,0.7989404797554016,-8.787128448486328,0.2753642797470093,-8.604706501012588,,False
000050083,t,t,0.654,0.835,0.966,0.09090501070022583,7.708451271057129,-6.949349880218506,7.799940586090088,-5.583926962983889,,False
000050095,p,p,0.024,0.534,0.996,5.775084446213441e-06,0.333730012178421,-12.687529563903809,0.16710858047008514,-12.499857998363433,,False
000050095,ə,ə,0.534,0.695,0.75,0.001568020787090063,2.8135740756988525,-10.37818717956543,1.0070512294769287,-9.202113355716325,,False
000050095,t,t,1.092,1.803,0.0,0.027757158502936363,8.50304889678955,-8.031975746154785,4.3142409324646,-6.697661474704415,,False
000050099,p,p,0.01,0.452,0.954,0.00010189217573497444,1.5573564767837524,-11.867950439453125,0.2306366264820099,-11.06504392894698,,False
000050099,ə,ə,0.452,1.182,0.0,0.011808773502707481,5.433943271636963,-7.762434482574463,1.8594601154327393,-6.765377889783263,,False
000050099,t,t,1.507,2.017,0.783,0.037162698805332184,7.978278160095215,-7.0497355461120605,4.395668029785156,-5.922549804593466,,False
000050100,p,p,1.292,1.802,0.775,0.002144118770956993,6.090357303619385,-10.527985572814941,2.6872081756591797,-9.213097893092224,,False
000050100,ə,ə,1.802,1.903,0.75,0.00144639378413558,2.7161529064178467,-8.055671691894531,0.8282144665718079,-7.6005747440684335,,False
000050100,t,t,1.903,2.286,0.889,0.00025211641332134604,2.5214035511016846,-9.146451950073242,0.7486633062362671,-8.888202250899491,,False
000050114,p,p,1.324,2.324,0.0,0.00012274266919121146,1.7989238500595093,-10.386456489562988,0.4887847602367401,-9.972145697050518,,False
000050114,ə,ə,2.487,2.997,0.85,0.001497716293670237,3.6920006275177,-9.888860702514648,1.4225692749023438,-8.873346632329138,,False
000050114,t,t,2.997,3.358,0.936,0.00017282585031352937,2.7479007244110107,-9.652437210083008,1.2562096118927002,-9.355673881874663,,False
000050118,p,p,0.706,1.216,0.836,5.451522156363353e-05,1.5195258855819702,-11.602182388305664,0.6302626729011536,-11.06663685197197,,False
000050118,ə,ə,1.853,2.363,0.838,0.00014040454698260874,0.6566942930221558,-10.83046817779541,0.15599404275417328,-10.242622528748939,,False
000050118,t,t,2.363,2.765,0.9,0.04439607262611389,8.039518356323242,-9.089537620544434,4.430417537689209,-7.29705761472802,,False
000050122,p,p,0.162,0.672,0.961,4.877906121691922e-06,0.8850282430648804,-12.777899742126465,0.08726098388433456,-12.613768170507427,,False
000050122,ə,ə,0.672,0.772,0.999,0.00014008335710968822,-0.15181483328342438,-11.071937561035156,0.10475678741931915,-10.412338164106547,,False
000050122,t,t,0.772,1.523,0.0,0.023815950378775597,7.0054779052734375,-9.025723457336426,2.207118034362793,-7.439226341774146,,False
000050174,p,p,0.046,0.556,0.961,4.8623573093209416e-05,1.5583733320236206,-12.169940948486328,0.13073396682739258,-11.498379294409173,,False
000050174,ə,ə,0.556,0.941,0.9,0.00010536304034758359,0.8201932907104492,-10.710065841674805,0.27108001708984375,-10.244475682427046,,False
000050174,t,t,0.941,1.143,0.89,0.0019379261648282409,3.634462594985962,-8.788366317749023,3.0901639461517334,-8.025697481889114,,False
000050175,p,p,0.01,0.513,0.96,2.1206231394899078e-05,0.8442051410675049,-12.322235107421875,0.08483512699604034,-11.853929220907578,,False
000050175,ə,ə,0.513,0.765,0.616,0.03415071591734886,5.753844261169434,-6.598635196685791,3.2945618629455566,-5.632136156464129,,False
000050175,t,t,0.765,1.198,0.886,0.004887677263468504,4.493022918701172,-7.5174407958984375,1.7330851554870605,-6.858519982805241,,False
000060015,p,p,0.142,0.652,1.0,4.660942522605183e-06,0.55157071352005,-12.96412181854248,0.20978707075119019,-12.757773134577874,,False
000060015,ə,ə,0.704,1.214,0.873,0.00024747976567596197,2.845841646194458,-11.18942928314209,0.5067992210388184,-10.323855018440922,,False
000060015,t,t,1.366,1.886,0.833,0.06885846704244614,8.475103378295898,-9.779380798339844,5.087076187133789,-7.6482771838173464,,False
000060020,p,p,1.412,2.143,0.0,0.0001260722492588684,2.6174967288970947,-11.076651573181152,0.5360192656517029,-10.447252723783802,,False
000060020,ə,ə,2.143,2.485,0.877,0.01925448328256607,5.89975118637085,-10.336788177490234,3.0055625438690186,-8.420755128513903,,False
000060020,t,t,2.485,2.767,0.913,6.242498056963086e-05,1.5242280960083008,-10.999821662902832,0.47844910621643066,-10.604338673944548,,False
000060029,p,p,0.285,0.795,0.885,4.032531433040276e-05,2.0429775714874268,-12.094186782836914,0.3304307460784912,-11.501490089695526,,False
000060029,ə,ə,0.795,1.418,0.819,0.0005698481691069901,2.8910367488861084,-10.574480056762695,1.1483172178268433,-9.643178220515221,,False
000060029,t,t,1.612,2.122,0.841,0.0009228064445778728,4.467471122741699,-8.914346694946289,1.0968866348266602,-8.336470000852453,,False
000060031,p,p,0.224,0.735,1.0,7.762487075524405e-05,3.0497915744781494,-12.659185409545898,0.3538975119590759,-11.70051659148851,,False
000060031,ə,ə,0.735,0.815,0.75,4.735416223411448e-05,-0.06859709322452545,-11.344221115112305,0.13557156920433044,-10.928311532159448,,False
000060031,t,t,0.815,1.298,0.9,0.03762862831354141,7.860260963439941,-10.468049049377441,4.070018768310547,-8.311631372658207,,False
000060049,p,p,0.205,0.715,0.961,3.790154323723982e-06,0.5507196187973022,-13.020681381225586,0.22886906564235687,-12.859408113090229,,False
000060049,ə,ə,0.715,1.057,0.818,0.0003280509845353663,1.2447530031204224,-10.201896667480469,0.23061589896678925,-9.548030123536366,,False
000060049,t,t,1.057,1.711,0.0,0.0022008863743394613,4.872516632080078,-9.778388977050781,2.284029722213745,-8.680540814635075,,False
000060056,p,p,0.706,1.216,0.818,0.03790546581149101,9.06010913848877,-9.468321800231934,4.060601711273193,-7.60962324835133,,False
000060056,ə,ə,1.216,1.357,0.87,7.974601612659171e-05,0.18639519810676575,-10.329266548156738,0.05361195281147957,-10.06148571532773,,False
000060056,t,t,1.357,1.97,0.89,0.09306877106428146,8.46060848236084,-7.2129902839660645,6.462471961975098,-5.761418174364875,,False
000060077,p,p,0.804,1.314,0.869,2.89559338852996e-05,0.38741791248321533,-11.790969848632812,0.31316959857940674,-11.388599515477868,,False
000060077,ə,ə,1.314,1.565,0.93,0.013926156796514988,5.564908504486084,-9.16955280303955,2.3955347537994385,-7.700882889105916,,False
